ID;Bezeichnung;WKN;secu;ISIN;Branche;Sektor;Indizes;WP_Art;Veraenderung_zum_Vortag_€;Veraenderung_zum_Vortag_%;link_Hauptseite;link_Chart;link_Kurshistorie;link_Analysten;link_GuV;Boerse_ID;;;;
230043;Coupang;A2QQZ2;;SE0015961909;Wissenschaftliche und technische Instrumente;Technologie;;;0;0;;;;;;6;;#WERT!;;#WERT!
230044;Lagercrantz Group AB;A2QEJ6;;US92858V1017;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Lagercrantz-aktie;;https://www.ariva.de/Lagercrantz-aktie/Kurse/historische-kurse
230045;Solvay S.A.;856200;;DE0006605009;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Solvay-aktie;;https://www.ariva.de/Solvay-aktie/Kurse/historische-kurse
230046;Catena AB;A0JKZH;;CA9628791027;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Catena-aktie;;https://www.ariva.de/Catena-aktie/Kurse/historische-kurse
230047;Fastighets AB Balder;A3DM8U;;CA3518581051;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Fastighets-aktie;;https://www.ariva.de/Fastighets-aktie/Kurse/historische-kurse
230048;Howard Hughes Holdings Inc;A3ERKJ;;CA0084741085;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Howard-aktie;;https://www.ariva.de/Howard-aktie/Kurse/historische-kurse
230049;Canadian National Railway Co.;897879;;NL00150006R6;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230050;Canadian Pacific Kansas City Limited;A3D9ZG;;SE0000191827;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230051;Waste Connections Inc.;A2AKQ7;;US3462321015;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Waste-aktie;;https://www.ariva.de/Waste-aktie/Kurse/historische-kurse
230052;GFL Environmental Inc.;A2PUD4;;;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/GFL-aktie;;https://www.ariva.de/GFL-aktie/Kurse/historische-kurse
230053;Ferrovial S.E.;A3EG0H;;US1858991011;Stahl;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Ferrovial-aktie;;https://www.ariva.de/Ferrovial-aktie/Kurse/historische-kurse
230054;Colas S.A.;853381;;CH0012138605;Personalvermittlung und Personaldienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Colas-aktie;;https://www.ariva.de/Colas-aktie/Kurse/historische-kurse
230055;Gecina S.A.;A0BLMY;;NL0000008977;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
230056;CEZ AS;887832;;DK0010181759;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/CEZ-aktie;;https://www.ariva.de/CEZ-aktie/Kurse/historische-kurse
230057;Orsted A/S;A0NBLH;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Orsted-aktie;;https://www.ariva.de/Orsted-aktie/Kurse/historische-kurse
230058;EDP Renováveis S.A.;A0Q249;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/EDP-aktie;;https://www.ariva.de/EDP-aktie/Kurse/historische-kurse
230059;Aéroports de Paris S.A.;A0J2WM;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Aéroports-aktie;;https://www.ariva.de/Aéroports-aktie/Kurse/historische-kurse
230060;Flughafen Zürich AG;A2AJEP;;BE0003470755;Chemikalien;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
230061;Københavns Lufthavne AS;890262;;SE0001664707;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Københavns-aktie;;https://www.ariva.de/Københavns-aktie/Kurse/historische-kurse
230062;Flughafen Wien AG;A2AMK9;;SE0017832488;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
230063;DSV Panalpina A/S;A0MRDY;;US44267T1025;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/DSV-aktie;;https://www.ariva.de/DSV-aktie/Kurse/historische-kurse
230064;First Quantum Minerals Ltd.;904604;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/First-aktie;;https://www.ariva.de/First-aktie/Kurse/historische-kurse
230065;Royal Bank of Canada;852173;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Royal-aktie;;https://www.ariva.de/Royal-aktie/Kurse/historische-kurse
230066;AerCap Holdings N.V.;A0LFB3;;CA94106B1013;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/AerCap-aktie;;https://www.ariva.de/AerCap-aktie/Kurse/historische-kurse
230067;Fiskars Oy AB;871059;;CA36168Q1046;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Fiskars-aktie;;https://www.ariva.de/Fiskars-aktie/Kurse/historische-kurse
230068;Weston Ltd., George;852885;;NL0015001FS8;Infrastrukturbetrieb;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Weston-aktie;;https://www.ariva.de/Weston-aktie/Kurse/historische-kurse
230069;Haleon PLC;A3DNZQ;;;Infrastrukturbetrieb;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Haleon-aktie;;https://www.ariva.de/Haleon-aktie/Kurse/historische-kurse
230070;Sandoz Group AG;A3ETYB;;FR0000121634;Infrastrukturbetrieb;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Sandoz-aktie;;https://www.ariva.de/Sandoz-aktie/Kurse/historische-kurse
230071;Essential Utilities Inc.;A2PZEK;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Essential-aktie;;https://www.ariva.de/Essential-aktie/Kurse/historische-kurse
230072;Teck Resources Ltd.;858265;;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Teck-aktie;;https://www.ariva.de/Teck-aktie/Kurse/historische-kurse
230073;Jerónimo Martins, SGPS, S.A.;878605;;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Jerónimo-aktie;;https://www.ariva.de/Jerónimo-aktie/Kurse/historische-kurse
230074;Performance Food Group Co.;A140K1;;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Performance-aktie;;https://www.ariva.de/Performance-aktie/Kurse/historische-kurse
230075;Spirit Realty Capital Inc.;A2PAJV;;FR0010340141;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Spirit-aktie;;https://www.ariva.de/Spirit-aktie/Kurse/historische-kurse
230076;Loblaw Companies Ltd.;853286;;CH0319416936;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Loblaw-aktie;;https://www.ariva.de/Loblaw-aktie/Kurse/historische-kurse
230077;Philip Morris CR AS;887834;;DK0010201102;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Philip-aktie;;https://www.ariva.de/Philip-aktie/Kurse/historische-kurse
230078;Thomson Reuters Corp;A3EETN;;AT00000VIE62;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Thomson-aktie;;https://www.ariva.de/Thomson-aktie/Kurse/historische-kurse
230079;ACCOR S.A.;860206;;DK0060079531;Integrierte Fracht & Logistik;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/ACCOR-aktie;;https://www.ariva.de/ACCOR-aktie/Kurse/historische-kurse
230080;UPM Kymmene Corp.;881026;;CA3359341052;Kupfer;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/UPM-aktie;;https://www.ariva.de/UPM-aktie/Kurse/historische-kurse
230081;Stora Enso Oyj;871004;;;Kupfer;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Stora-aktie;;https://www.ariva.de/Stora-aktie/Kurse/historische-kurse
230082;Holmen AB;A2JK8T;;CA7800871021;Banken - diversifiziert;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Holmen-aktie;;https://www.ariva.de/Holmen-aktie/Kurse/historische-kurse
230083;Navigator Company S.A., The;895885;;NL0000687663;Miet- und Leasingdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Navigator-aktie;;https://www.ariva.de/Navigator-aktie/Kurse/historische-kurse
230084;Poste Italiane S.p.A.;A14V64;;FI0009000400;Einzelhandel mit  Heimwerkerbedarf;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
230085;Nolato AB;901432;;;REIT - Industrielle;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Nolato-aktie;;https://www.ariva.de/Nolato-aktie/Kurse/historische-kurse
230086;Neste OYJ;A0D9U6;;CA9611485090;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
230087;Manulife Financial Corp.;926517;;GB00BMX86B70;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
230088;Schibsted ASA;884432;;CH1243598427;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Schibsted-aktie;;https://www.ariva.de/Schibsted-aktie/Kurse/historische-kurse
230089;Polaris Media ASA;A0RK0Z;;US29670G1022;Versorgungsunternehmen - Geregelte Wasser;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Polaris-aktie;;https://www.ariva.de/Polaris-aktie/Kurse/historische-kurse
230090;Evolution Gaming Gr.AB (publ);A2PK19;;CA8787422044;Andere Industriemetalle und Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Evolution-aktie;;https://www.ariva.de/Evolution-aktie/Kurse/historische-kurse
230091;Triple Flag Precious Metals Corp;A2PYB1;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Triple-aktie;;https://www.ariva.de/Triple-aktie/Kurse/historische-kurse
230092;China Gold Intl Res Corp. Ltd.;A1C1KW;;US71377A1034;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/China-aktie;;https://www.ariva.de/China-aktie/Kurse/historische-kurse
230093;Christian Dior SE;883123;;;REIT - Diversifizierte;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Christian-aktie;;https://www.ariva.de/Christian-aktie/Kurse/historische-kurse
230094;Blackstone Group Inc., The;A2PM4W;;US84860W3007;REIT - Diversifizierte;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
230095;Investor A (FRIA) O.N.;A3CMTF;;CA5394811015;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Investor-aktie;;https://www.ariva.de/Investor-aktie/Kurse/historische-kurse
230096;Brookfield Corporation;A3D3EV;;CS0008418869;Tabak;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Brookfield-aktie;;https://www.ariva.de/Brookfield-aktie/Kurse/historische-kurse
230097;TEGNA Inc.;A14VMF;;CA8849038085;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/TEGNA-aktie;;https://www.ariva.de/TEGNA-aktie/Kurse/historische-kurse
230098;Berkshire Hathaway Inc.;854075;;;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
230099;TechnipFMC PLC;A2DJQK;;FR0000120404;Unterkunft;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/TechnipFMC-aktie;;https://www.ariva.de/TechnipFMC-aktie/Kurse/historische-kurse
230100;WSP Global Inc.;A1XBPS;;FI0009005987;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
230101;On Holding AG;A3C20K;;FI0009005961;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/On-aktie;;https://www.ariva.de/On-aktie/Kurse/historische-kurse
230102;Volvo (A);871229;;SE0011090000;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Volvo-aktie;;https://www.ariva.de/Volvo-aktie/Kurse/historische-kurse
230103;Games Workshop Group PLC;900512;;PTPTI0AM0006;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Games-aktie;;https://www.ariva.de/Games-aktie/Kurse/historische-kurse
230104;UNIVERSAL MUSIC GROUP EO1;A3C291;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/UNIVERSAL-aktie;;https://www.ariva.de/UNIVERSAL-aktie/Kurse/historische-kurse
230105;Berkshire Hathaway Inc.;854075;;SE0015962477;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
230106;H & M Hennes & Mauritz AB;872318;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
230107;Moncler S.p.A.;A1W66W;;CA56501R1064;Lebensversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
230108;Saipem SpA;A3DN68;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Saipem-aktie;;https://www.ariva.de/Saipem-aktie/Kurse/historische-kurse
230109;Manulife Financial Corp.;926517;;NO0010466022;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
230110;Allegro.eu Registered Shares ZY -,01;A2QEGF;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Allegro.eu-aktie;;https://www.ariva.de/Allegro.eu-aktie/Kurse/historische-kurse
230111;Coupang;A2QQZ2;;CA89679M1041;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;#WERT!;;#WERT!
230112;Games Workshop Group PLC;900512;;CA16890P1036;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Games-aktie;;https://www.ariva.de/Games-aktie/Kurse/historische-kurse
230113;Norsk Hydro ASA;851908;;FR0000130403;Luxuswaren;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Norsk-aktie;;https://www.ariva.de/Norsk-aktie/Kurse/historische-kurse
230114;Alcoa Corp.;A2ASZ7;;US09260D1072;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Alcoa-aktie;;https://www.ariva.de/Alcoa-aktie/Kurse/historische-kurse
230115;Constellium SE;A2PWZL;;SE0015811955;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Constellium-aktie;;https://www.ariva.de/Constellium-aktie/Kurse/historische-kurse
230116;Grupa Kety S.A.;898447;;CA11271J1075;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Grupa-aktie;;https://www.ariva.de/Grupa-aktie/Kurse/historische-kurse
230117;CTP NV;A2QRMW;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/CTP-aktie;;https://www.ariva.de/CTP-aktie/Kurse/historische-kurse
230118;Atrium Ljungberg AB;533995;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Atrium-aktie;;https://www.ariva.de/Atrium-aktie/Kurse/historische-kurse
230119;Forestar Group Inc.;A2H5CR;;GB00BDSFG982;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Forestar-aktie;;https://www.ariva.de/Forestar-aktie/Kurse/historische-kurse
230120;Peabody Energy Corp.;A2DPT7;;CA92938W2022;Ingenieurwesen und Bau;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Peabody-aktie;;https://www.ariva.de/Peabody-aktie/Kurse/historische-kurse
230121;Consol Energy Inc.;A2H68W;;CH1134540470;Schuhe und Accessoires;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Consol-aktie;;https://www.ariva.de/Consol-aktie/Kurse/historische-kurse
230122;Poste Italiane S.p.A.;A14V64;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
230123;Heineken Holding N.V.;A0ETXG;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Heineken-aktie;;https://www.ariva.de/Heineken-aktie/Kurse/historische-kurse
230124;Carlsberg AS;861061;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Carlsberg-aktie;;https://www.ariva.de/Carlsberg-aktie/Kurse/historische-kurse
230125;Fastighets AB Balder;A3DM8U;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Fastighets-aktie;;https://www.ariva.de/Fastighets-aktie/Kurse/historische-kurse
230126;Howard Hughes Holdings Inc;A3ERKJ;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Howard-aktie;;https://www.ariva.de/Howard-aktie/Kurse/historische-kurse
230127;Royal Bank of Canada;852173;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Royal-aktie;;https://www.ariva.de/Royal-aktie/Kurse/historische-kurse
230128;Canadian National Railway Co.;897879;;IT0005495657;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230129;Canadian Pacific Kansas City Limited;A3D9ZG;;CA56501R1064;Lebensversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230130;A.P.Møller-Mærsk A/S;861837;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
230131;Wallenius Wilhelmsen ASA;A1C0ZS;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
230132;Coats Group PLC;A1JA3L;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Coats-aktie;;https://www.ariva.de/Coats-aktie/Kurse/historische-kurse
230133;Lagercrantz Group AB;A2QEJ6;;;Internet-Inhalte und Information;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Lagercrantz-aktie;;https://www.ariva.de/Lagercrantz-aktie/Kurse/historische-kurse
230134;VIZIO Holding Corp;A2QR0L;;NO0005052605;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/VIZIO-aktie;;https://www.ariva.de/VIZIO-aktie/Kurse/historische-kurse
230135;D'Ieteren S.A.;A1H5AN;;US0138721065;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/D'Ieteren-aktie;;https://www.ariva.de/D'Ieteren-aktie/Kurse/historische-kurse
230136;On Holding AG;A3C20K;;FR0013467479;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/On-aktie;;https://www.ariva.de/On-aktie/Kurse/historische-kurse
230137;Alimentation Couche-Tard;A3DSL8;;PLKETY000011;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Alimentation-aktie;;https://www.ariva.de/Alimentation-aktie/Kurse/historische-kurse
230138;Coursera Inc;A2QRZ7;;NL00150006R6;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Coursera-aktie;;https://www.ariva.de/Coursera-aktie/Kurse/historische-kurse
230139;Umicore S.A.;A2H5A3;;SE0000191827;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Umicore-aktie;;https://www.ariva.de/Umicore-aktie/Kurse/historische-kurse
230140;Rexel S.A.;A0MM7Q;;US3462321015;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
230141;CEZ AS;887832;;US7045511000;Kraftwerkskohle;Energie;;;0;0;;;;;;6;;https://www.ariva.de/CEZ-aktie;;https://www.ariva.de/CEZ-aktie/Kurse/historische-kurse
230142;Orsted A/S;A0NBLH;;US20854L1089;Kraftwerkskohle;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Orsted-aktie;;https://www.ariva.de/Orsted-aktie/Kurse/historische-kurse
230143;EDP Renováveis S.A.;A0Q249;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/EDP-aktie;;https://www.ariva.de/EDP-aktie/Kurse/historische-kurse
230144;Neste OYJ;A0D9U6;;NL0000008977;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
230145;ME Group International Plc;854667;;DK0010181759;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/ME-aktie;;https://www.ariva.de/ME-aktie/Kurse/historische-kurse
230146;Haleon PLC;A3DNZQ;;SE0017832488;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Haleon-aktie;;https://www.ariva.de/Haleon-aktie/Kurse/historische-kurse
230147;Sandoz Group AG;A3ETYB;;US44267T1025;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Sandoz-aktie;;https://www.ariva.de/Sandoz-aktie/Kurse/historische-kurse
230148;Annaly Capital Management;A3DUCY;;CA7800871021;Banken - diversifiziert;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Annaly-aktie;;https://www.ariva.de/Annaly-aktie/Kurse/historische-kurse
230149;Rithm Capital Corporation;A12DW2;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Rithm-aktie;;https://www.ariva.de/Rithm-aktie/Kurse/historische-kurse
230150;Blackstone Mortgage Trust Inc.;A1T90Y;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
230151;Consol Energy Inc.;A2H68W;;DK0010244508;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Consol-aktie;;https://www.ariva.de/Consol-aktie/Kurse/historische-kurse
230152;Peabody Energy Corp.;A2DPT7;;NO0010571680;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Peabody-aktie;;https://www.ariva.de/Peabody-aktie/Kurse/historische-kurse
230153;CTP NV;A2QRMW;;GB00B4YZN328;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/CTP-aktie;;https://www.ariva.de/CTP-aktie/Kurse/historische-kurse
230154;Atrium Ljungberg AB;533995;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Atrium-aktie;;https://www.ariva.de/Atrium-aktie/Kurse/historische-kurse
230155;Forestar Group Inc.;A2H5CR;;US92858V1017;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Forestar-aktie;;https://www.ariva.de/Forestar-aktie/Kurse/historische-kurse
230156;Coursera Inc;A2QRZ7;;BE0974259880;Auto und LKW Vertragshändler;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Coursera-aktie;;https://www.ariva.de/Coursera-aktie/Kurse/historische-kurse
